Titulo,Link,Data
Indicadores de potencialidades e desempenho de agregados reciclados de resíduos sólidos da construção civil em pavimentos flexíveis,http://repositorio.unb.br/handle/10482/2705,2007-07-31
Indicadores de proteção e de risco para suicídio por meio de escalas de auto-relatoIndicadores de proteção e de risco para suicídio por meio de escalas de auto-relato,http://repositorio.unb.br/handle/10482/1781,2007
Indicadores de proteção e de risco para suicídio por meio de escalas de auto-relatoIndicadores de proteção e de risco para suicídio por meio de escalas de auto-relato,http://repositorio.unb.br/handle/10482/16055,2014-08-11
Inserção social universitária : uma leitura psicodramática,http://repositorio.unb.br/handle/10482/1448,2007
Inserção social universitária : uma leitura psicodramática,http://repositorio.unb.br/handle/10482/2720,2007-03-28
Interpretação de instrumentação de túneis visando a deflagração de planos de ações emergenciais,http://repositorio.unb.br/handle/10482/33193,2018-12-12
Interpretação de instrumentação de túneis visando a deflagração de planos de ações emergenciais,http://repositorio.unb.br/handle/10482/33275,2018-12-20
Investigação do estado de tensões em ossos usando o método dos elementos finitos,https://repositorio.unb.br/handle/10482/37914,2020-05-29
Investigação do estado de tensões em ossos usando o método dos elementos finitos,https://repositorio.unb.br/handle/10482/37101,
Massa de banana verde : uma alternativa para exclusão do glúten,http://repositorio.unb.br/handle/10482/4568,2009
Massa de banana verde : uma alternativa para exclusão do glúten,http://repositorio.unb.br/handle/10482/1494,2009
"Meninas-mulheres : retórica do corpo, da dor e do abandono em meninas, de Maria Teresa Horta",https://repositorio.unb.br/handle/10482/44765,2022-09-12
"Meninas-mulheres : retórica do corpo, da dor e do abandono em meninas, de Maria Teresa Horta",http://repositorio.unb.br/handle/10482/49725,2024-08-09
"Metapragmáticas, poder e educação : a construção da representação das mulheres a partir da prova de Linguagens, Códigos e suas Tecnologias do ENEM",http://repositorio.unb.br/handle/10482/50412,2024-09-20
"Metapragmáticas, poder e educação : a construção da representação das mulheres a partir da prova de linguagens, códigos e suas tecnologias do ENEM",http://repositorio.unb.br/handle/10482/50947,
Militarização do ensino no estado de Goiás : implementação de um modelo de gestão escolar,https://repositorio.unb.br/handle/10482/37153,2020-03-25
Militarização do ensino no estado de Goiás : implementação de um modelo de gestão escolar,https://repositorio.unb.br/handle/10482/38155,2020-06-25
Mineração de processos como ferramenta de gestão de riscos,http://repositorio.unb.br/handle/10482/32333,2018-07-23
Mineração de processos como ferramenta de gestão de riscos,http://repositorio.unb.br/handle/10482/35111,2019-07-18
Mistura de distribuições extremais,http://repositorio.unb.br/handle/10482/6918,2011-02-23
Mistura de distribuições extremais,https://repositorio.unb.br/handle/10482/40607,2021-04-22
Modelagem de incertezas em sistemas de aterramento elétricos,http://repositorio.unb.br/handle/10482/2691,2008-04
Modelagem de incertezas em sistemas de aterramento elétricos,http://repositorio.unb.br/handle/10482/1258,2008-04
Modelo integrado para avaliação de riscos da segurança de informação em ambiente corporativo,http://repositorio.unb.br/handle/10482/8945,2011-07-06
Modelo integrado para avaliação de riscos da segurança de informação em ambiente corporativo,http://repositorio.unb.br/handle/10482/8969,2011-07-07
"Morfologia, anatomia, histoquímica e aspectos fisiológicos da lâmina foliar de espécies de Clusia (clusiaceae)",http://repositorio.unb.br/handle/10482/2944,2007-02-09
"Morfologia, anatomia, histoquímica e aspectos fisiológicos da lâmina foliar de espécies de Clusia (clusiaceae)",http://repositorio.unb.br/handle/10482/1571,2007-02-09
Mortalidade em pacientes com diagnóstico de doença arterial coronariana grave assistidos na Secretaria de Estado de Saúde do Distrito Federal,http://repositorio.unb.br/handle/10482/46486,2023-09-14
Mortalidade em pacientes com diagnóstico de doença arterial coronariana grave assistidos na Secretaria de Estado de Saúde do Distrito Federal,http://repositorio.unb.br/handle/10482/46673,2023-10-11
"Movências nas rotas de Sankofa : pontos de partilha, danças e implicações étnico-raciais",http://repositorio2.unb.br/jspui/handle/10482/45895,2023-05-19
"Movências nas rotas de sankofa : pontos de partilha, danças e implicações étnico-raciais",http://repositorio.unb.br/handle/10482/46398,2023-08-25
"Myrcia DC. ex Guill. (seção Myrcia, Myrtaceae) no Distrito Federal, Brasil",http://repositorio.unb.br/handle/10482/5780,2010-10-27
"Myrcia DC. ex Guill. (seção Myrcia, Myrtaceae) no Distrito Federal, Brasil",http://repositorio.unb.br/handle/10482/7881,2011-05-19
Na trilha dos Timbira : sustentabilidade e territorialidade Krahô,http://repositorio.unb.br/handle/10482/12849,2013-04-22
Na trilha dos Timbira : sustentabilidade e territorialidade Krahô,http://repositorio.unb.br/handle/10482/15418,2014-04-03
Nada do que foi é ou será : a inter-relação de jovens com seu ambiente,http://repositorio.unb.br/handle/10482/1321,2008-05
Nada do que foi é ou será : a inter-relação de jovens com seu ambiente,http://repositorio.unb.br/handle/10482/1742,2008-05
Nanopartículas de maguemita complexadas com ácido oleico,http://repositorio.unb.br/handle/10482/1434,2007-06
Nanopartículas de maguemita complexadas com ácido oleico,http://repositorio.unb.br/handle/10482/1459,2009-03-09
Natureza na cidade : reflexos de visões de natureza sobre modelos urbanos,http://repositorio.unb.br/handle/10482/2572,2006
Natureza na cidade : reflexos de visões de natureza sobre modelos urbanos,http://repositorio.unb.br/handle/10482/2237,2006
Neuroprostheses control interfaces based on body motion in persons with spinal cord injury,https://repositorio.unb.br/handle/10482/39926,2021-01-18
Neuroprostheses control interfaces based on body motion in persons with spinal cord injury,http://repositorio.unb.br/handle/10482/47533,2024-01-27
O Concurso Tim Lopes de Investigação Jornalística como estratégia de agendamento da violência sexual contra crianças e adolescentes na imprensa brasileira,http://repositorio.unb.br/handle/10482/2142,2008
O Concurso Tim Lopes de Investigação Jornalística como estratégia de agendamento da violência sexual contra crianças e adolescentes na imprensa brasileira,http://repositorio.unb.br/handle/10482/1113,2008-04-29
O coordenador pedagógico e o professor atuante no bloco inicial de alfabetização : uma articulação possível no cotidiano escolar?,https://repositorio.unb.br/handle/10482/43287,2022-04-01
O coordenador pedagógico e o professor atuante no bloco inicial de alfabetização : uma articulação possível no cotidiano escolar?,https://repositorio.unb.br/handle/10482/43314,2022-04-04
O cultivo da papoula na Colômbia : um estudo de caso sobre os agricultores familiares do município de Silvia (Cauca),http://repositorio.unb.br/handle/10482/3026,2008-12
O cultivo da papoula na colômbia : um estudo de caso sobre os agricultores familiares do município de Silvia (CAUCA),http://repositorio.unb.br/handle/10482/7569,2011-05-06
O ensino remoto durante a Pandemia da Covid-19 : percepção dos alunos de graduação da Universidade de Brasília - UnB em relação aos fatores de aprendizagem,http://repositorio.unb.br/handle/10482/45859,2023-05-11
O ensino remoto durante a pandemia da COVID-19 : percepção dos alunos de graduação da Universidade de Brasília - UnB em relação aos fatores de aprendizagem,http://repositorio.unb.br/handle/10482/47889,2024-02-26
O juiz no espelho : autolegitimidade da magistratura criminal de 1ª instância no Distrito Federal,https://repositorio.unb.br/handle/10482/45288,2022-12-13
O juiz no espelho : autolegitimidade da magistratura criminal de 1ª instância no Distrito Federal,http://repositorio.unb.br/handle/10482/49043,2024-07-18
"O meu chapéu tem três pontas : educação infantil, o cantar e a psicanálise : um estudo de caso",http://repositorio.unb.br/handle/10482/5032,2009-12
"O meu chapéu tem três pontas : educação infantil, o cantar e a psicanálise : um estudo de caso",http://repositorio.unb.br/handle/10482/5166,2010-07-01
O pensamento da elite liberal-conservadora em relação a Argentina peronista : o caso da imprensa carioca durante o governo Dutra,http://repositorio.unb.br/handle/10482/46506,2023-09-19
O pensamento da elite liberal-conservadora em relação a Argentina peronista : o caso da imprensa carioca durante o governo Dutra,http://repositorio.unb.br/handle/10482/47637,2024-02-01
O regime de reparações do estatuto de roma e o fundo fiduciário do tribunal penal internacional : as vítimas como foco da nova justiça penal internacional,http://repositorio.unb.br/handle/10482/4955,2008
O regime de reparações do Estatuto de Roma e o fundo fiduciário do tribunal penal internacional : as vítimas como foco da nova justiça penal internacional,http://repositorio.unb.br/handle/10482/5588,2010-10-07
O uso de líquidos iônicos na obtenção de materiais magnéticos nanoestruturados,http://repositorio.unb.br/handle/10482/8877,2011-07-02
O uso de líquidos iônicos na obtenção de materiais magnéticos nanoestruturados,http://repositorio.unb.br/handle/10482/8882,2011-07-03
Oficinas de aprendizagem em Astronomia : uma proposta de ação baseada na experiência do Planetário de Brasília,http://repositorio.unb.br/handle/10482/35733,2019-10-30
Oficinas de Aprendizagem em Astronomia : uma proposta de ação baseada na experiência do Planetário de Brasília,https://repositorio.unb.br/handle/10482/36004,2019-12-18
"Onde cultura é política : movimento negro, afoxés e maracatus no carnaval do Recife (1979-1995)",http://repositorio.unb.br/handle/10482/9010,2011-07-08
"Onde cultura é política : movimento negro, afoxés e maracatus no carnaval do Recife (1979-1995)",http://repositorio.unb.br/handle/10482/9611,2011-11-22
ONGs ambientalistas : desafios e gestão de agentes voluntários de políticas ambientais,http://repositorio.unb.br/handle/10482/1599,2006
ONGs ambientalistas : desafios e gestão de agentes voluntários de políticas ambientais,http://repositorio.unb.br/handle/10482/1592,2006
Ongs feministas : conquistas e resultados no âmbito da Lei Maria da Penha,http://repositorio.unb.br/handle/10482/9438,2011-10-14
ONGs feministas : conquistas e resultados no âmbito da lei maria da penha,http://repositorio.unb.br/handle/10482/20753,2016-06-20
Organizações solidárias em Unidades de Conservação : os casos da Associação Bom Sucesso e da COOPETRAL no estado do Amapá,http://repositorio.unb.br/handle/10482/32347,2018-07-24
Organizações solidárias em unidades de conservação : os casos da Associação Bom Sucesso e da COOPETRAL no estado do Amapá,http://repositorio.unb.br/handle/10482/34962,2019-07-03
Parallel H-Matrices accelerated isogeometric boundary element method implementation applied to acoustics internal and external problems,https://repositorio.unb.br/handle/10482/40411,2021-03-31
Parallel H-Matrices accelerated isogeometric boundary element method implementation applied to acoustics internal and external problems,https://repositorio.unb.br/handle/10482/41102,2021-06-07
Participação democrática discente na gestão da assistência estudantil das IFEs brasileiras : limites e desafios,https://repositorio.unb.br/handle/10482/43708,2022-03-13
Participação democrática discente na gestão da assistência estudantil das IFEs brasileiras : limites e desafios,https://repositorio.unb.br/handle/10482/44050,2022-07-01
Pesquisa de substâncias antifúngicas provenientes de madeiras duráveis da amazônia,http://repositorio.unb.br/handle/10482/10146,2012-03-23
Pesquisa de substâncias antifúngicas provenientes de madeiras duráveis da Amazônia,http://repositorio.unb.br/handle/10482/10863,2012-07-04
Pesquisa e inovação em saúde : contribuições da Saúde Coletiva para o desenvolvimento e produção de tecnologia no contexto do pé diabético,http://repositorio.unb.br/handle/10482/33114,2018-11-27
Pesquisa e Inovação em Saúde : contribuições da saúde coletiva para o desenvolvimento e produção de tecnologia no contexto do pé diabético,https://repositorio.unb.br/handle/10482/39251,2020-07-13
"Petrogênese e evolução do ofiolito de Aburrá, cordilheira central dos Andes colombianos",http://repositorio.unb.br/handle/10482/2742,2009-12-16
"Petrogênese e evolução do ofiolito de Aburrá, cordilheira central dos Andes colombianos",http://repositorio.unb.br/handle/10482/18545,2015-09-24
Petrologia e metalogenia do depósito de cobre Bom Jardim de Goiás (GO),http://repositorio.unb.br/handle/10482/3685,2007-07-06
Petrologia e metalogenia do depósito de cobre Bom Jardim de Goiás (GO),http://repositorio.unb.br/handle/10482/9045,2011-07-13
"Petrologia e metalogenia do depósito primário de nióbio do complexo carbonatítico-foscorítico de Catalão I, GO",http://repositorio.unb.br/handle/10482/4314,2009-04-24
"Petrologia e metalogenia do depósito primário de nióbio do complexo carbonatítico-foscorítico de Catalão I, GO",http://repositorio.unb.br/handle/10482/9020,2011-07-08
Predição da direção dos preços de ativos do mercado financeiro usando aprendizagem de máquina,http://repositorio.unb.br/handle/10482/34702,2019-06-04
Predição da direção dos preços de ativos do mercado financeiro usando aprendizagem de máquina,http://repositorio.unb.br/handle/10482/34767,2019-06-07
"Preparação, caracterização e uso de dolomita mineral como catalisador heterogêneo na produção de biodiesel via reação de transesterificação de óleo de fritura",repositorio.unb.br/handle/10482/17826,2015-03-26
"Preparação, caracterização e uso de dolomita mineral como catalisador heterogêneo na produção de biodiesel via reação de transesterificação de óleo de fritura",http://repositorio.unb.br/handle/10482/23017,2017-03-23
Presidencialismo de coalizão no Brasil : instrumentos para formação de maiorias na Câmara dos Deputados,https://repositorio.unb.br/handle/10482/39459,2020-09-24
Presidencialismo de coalizão no Brasil : instrumentos para formação de maiorias na Câmara dos Deputados,http://repositorio.unb.br/handle/10482/47414,2024-01-19
Prevalência de anomalias dentárias em dentição decídua de pré-escolares atendidos na escola do SESC Dourados/MS,http://repositorio.unb.br/handle/10482/2603,2007
Prevalência de anomalias dentárias em dentição decídua de pré-escolares atendidos na escola do Sesc Dourados/MS,http://repositorio.unb.br/handle/10482/1395,2009-03-04
Previsão com séries temporais usando computação por reservatório : aplicação em ativo do B3,http://repositorio.unb.br/handle/10482/49491,2024-08-02
Previsão com séries temporais usando computação por reservatório : aplicação em ativo do B3,http://repositorio.unb.br/handle/10482/50092,2024-08-21
Processo de inovação : implementação de dimensionamento da força de trabalho em organização governamental,https://repositorio.unb.br/handle/10482/39398,2020-08-17
Processo de inovação : implementação de dimensionamento da força de trabalho em organização governamental,http://repositorio.unb.br/handle/10482/47529,2024-01-27
Produtividade e reação de progênies de maracujazeiro azedo a doenças em campo e casa de vegetação,http://repositorio.unb.br/handle/10482/5054,2009-09
Produtividade e reação de progênies de maracujazeiro azedo a doenças em campo e casa de vegetação,http://repositorio.unb.br/handle/10482/9592,2011-11-16
Proposta de arquitetura de um portal seguro de provas eletrônicas utilizando SDN como solução de gerenciamento dos usuários da rede,https://repositorio.unb.br/handle/10482/44483,2022-08-10
Proposta de arquitetura de um portal seguro de provas eletrônicas utilizando SDN como solução de gerenciamento dos usuários da rede,https://repositorio.unb.br/handle/10482/44511,2022-08-12
Proposta de arquitetura segura de centrais de incêndio em nuvem,https://repositorio.unb.br/handle/10482/40580,2021-04-19
Proposta de arquitetura segura de centrais de incêndio em nuvem,https://repositorio.unb.br/handle/10482/42016,2021-09-02
Proposta de diretrizes para verificação e controle dos requisitos técnicos dos sistemas de revestimento em argamassa estabilizada,https://repositorio.unb.br/handle/10482/37443,2020-04-13
Proposta de diretrizes para verificação e controle dos requisitos técnicos dos sistemas de revestimento em argamassa estabilizada,https://repositorio.unb.br/handle/10482/38486,
Proposta de modelo evolucionário para simulação da evolução da camuflagem em seres vivos,http://repositorio.unb.br/handle/10482/22319,2017-01-30
Proposta de modelo evolucionário para simulação da evolução da camuflagem em seres vivos,http://repositorio.unb.br/handle/10482/22459,2017-02-09
Proposta de um motor de busca metasemântica como ferramenta de investigação de dados obtidos através da internet,http://repositorio.unb.br/handle/10482/46510,2023-09-19
Proposta de um motor de busca metasemântica como ferramenta de investigação de dados obtidos através da internet,http://repositorio.unb.br/handle/10482/47942,2024-02-28
Protagonismo na cultura digital : configuração subjetiva da aprendizagem de jovens estudantes,https://repositorio.unb.br/handle/10482/42706,2021-01-07
Protagonismo na cultura digital : configuração subjetiva da aprendizagem de jovens estudantes,https://repositorio.unb.br/handle/10482/43081,2022-03-17
Protagonismo na Cultura Digital : configuração subjetiva da aprendizagem de jovens estudantes,http://repositorio.unb.br/handle/10482/47923,2024-01-27
Psychologically accessing ownership : how does individual psychological ownership (IPO) affect peer-to-peer access-based consumption (P2P-ABC)?,https://repositorio.unb.br/handle/10482/42392,2021-11-22
Psychologically accessing ownership : how does Individual Psychological Ownership (Ipo) affect Peer-To-Peer Access-Based Consumption (P2p-Abc)?,https://repositorio.unb.br/handle/10482/43060,2022-03-16
Quando o amor rima com dor : representações da violência conjugal na literatura contemporânea,https://repositorio.unb.br/handle/10482/44272,2022-07-15
Quando o amor rima com dor : representações da violência conjugal na literatura contemporânea,https://repositorio.unb.br/handle/10482/44338,2022-07-27
Quebra de simetria de cargas em estruturas eletrônicas blindadas,http://repositorio.unb.br/handle/10482/1692,2008-03-29
Quebra de simetria de cargas em estruturas eletrônicas blindadas,http://repositorio.unb.br/handle/10482/1259,2008-03-29
Quitosana como catalisador na transesterificação do óleo de soja para produção de biodiesel,http://repositorio.unb.br/handle/10482/4371,2008
Quitosana como catalisador na transesterificação do óleo de soja para produção de biodiesel,http://repositorio.unb.br/handle/10482/6185,2008
Recriações da cidade inventada : Brasília na revista Traços e na série Distrito Cultural,http://repositorio.unb.br/handle/10482/31856,2018-05-14
Recriações da cidade inventada : Brasília na revista Traços e na série Distrito Cultural,http://repositorio.unb.br/handle/10482/32197,2018-07-04
Reprodução cooperativa em Neothraupis fasciata : ajudantes de ninho realmente ajudam?,http://repositorio.unb.br/handle/10482/1464,2008
Reprodução cooperativa em Neothraupis fasciata : ajudantes de ninho realmente ajudam?,http://repositorio.unb.br/handle/10482/19460,2016-02-05
SCAN-NF : a machine learning system for invoice product trasaction classification through short-text processing,http://repositorio.unb.br/handle/10482/46750,2023-10-25
SCAN-NF : a machine learning system for invoice product trasaction classification through short-text processing,http://repositorio.unb.br/handle/10482/49799,2024-08-13
Seleção de um banco principal por prefeitos municipais : a influência de valores individuais e benefícios esperados,http://repositorio.unb.br/handle/10482/20738,2016-06-15
Seleção de um banco principal por prefeitos municipais : a influência de valores individuais e benefícios esperados,http://repositorio.unb.br/handle/10482/22783,2017-03-02
Síntese de fluido magnético à base de maghemita para produção de nanocápsulas magnéticas de albumina bovina,http://repositorio.unb.br/handle/10482/8878,2011-07-02
Síntese de fluido magnético à base de maghemita para produção de nanocápsulas magnéticas de albumina bovina,http://repositorio.unb.br/handle/10482/9082,2011-07-15
Tradições populares e resistências culturais : políticas públicas em perspectiva comparada,http://repositorio.unb.br/handle/10482/1422,2007-07
Tradições populares e resistências culturais : políticas públicas em perspectiva comparada,http://repositorio.unb.br/handle/10482/1405,2007-07
Trajetórias argumentativas nas dissertações escolares do tipo ENEM : vivências (meta)genéricas e reescrita como ações pedagógicas,http://repositorio.unb.br/handle/10482/50413,2024-09-20
Trajetórias argumentativas nas dissertações escolares do tipo ENEM : vivências (meta)genéricas e reescrita como ações pedagógicas,http://repositorio.unb.br/handle/10482/51692,2025-02-19
Transição de fase no modelo de Kuramoto,http://repositorio.unb.br/handle/10482/8786,2011-06-29
Transição de fase no modelo de Kuramoto,http://repositorio.unb.br/handle/10482/9059,2011-07-14
Transparência fiscal eletrônica : uma análise dos níveis de transparência apresentados nos sites dos poderes e órgãos dos Estados e do Distrito Federal do Brasil,http://repositorio.unb.br/handle/10482/4878,2008
Transparência fiscal eletrônica : uma análise dos níveis de transparência apresentados nos sites dos poderes e órgãos dos Estados e do Distrito Federal do Brasil,http://repositorio.unb.br/handle/10482/4018,2010-03-24
Três ensaios em teoria e política monetária,http://repositorio.unb.br/handle/10482/1391,2007
Três ensaios em teoria e política monetária,http://repositorio.unb.br/handle/10482/3175,2007
Técnicas de compartilhamento de espectro baseadas em teoria dos jogos para acesso local em sistemas imt-advanced,http://repositorio.unb.br/handle/10482/6182,2008-07
Técnicas de compartilhamento de espectro baseadas em teoria dos jogos para acesso local em sistemas IMT-Advanced,http://repositorio.unb.br/handle/10482/1196,2009-02-11
Um estudo comparativo dos perfis populacionais e das condições de saúde entre os sistemas penitenciários federal e estadual brasileiro,https://repositorio.unb.br/handle/10482/39278,2020-07-22
Um estudo comparativo dos perfis populacionais e das condições de saúde entre os sistemas penitenciários federal e estadual brasileiro,http://repositorio.unb.br/handle/10482/47222,2024-01-11
"Uma visão sócio-espacial para o planejamento das redes de distribuição de energia elétrica, tomando como referência a atuação da Cemig em Minas Gerais",http://repositorio.unb.br/handle/10482/6486,2005-12
"Uma visão sócio-espacial para o planejamento das redes de distribuição de energia elétrica, tomando como referência a atuação da Cemig em Minas Gerais",http://repositorio.unb.br/handle/10482/2084,2005-12
Uso de cinza da casca de arroz na estabilização de solos para uso em pavimento rodoviário,http://repositorio.unb.br/handle/10482/32769,2018-10-05
Uso de cinza da casca de arroz na estabilização de solos para uso em pavimento rodoviário,http://repositorio.unb.br/handle/10482/32778,2018-10-08
Uso de regressão isotônica suavizada na detecção de funcionamento diferencial do item,https://repositorio.unb.br/handle/10482/40468,2021-04-08
Uso de regressão isotônica suavizada na detecção de funcionamento diferencial do item,http://repositorio.unb.br/handle/10482/47413,2024-01-19
Utilização de técnica de detecção de mudança aplicada ao sensoriamento espectral para rádios cognitivos,http://repositorio.unb.br/handle/10482/20471,2016-05-26
Utilização de técnica de detecção de mudança aplicada ao sensoriamento espectral para rádios cognitivos,http://repositorio.unb.br/handle/10482/20631,2016-05-31
Valor de antiguidade em edifícios brasileiros do século XX,http://repositorio.unb.br/handle/10482/46783,2023-11-01
Valor de antiguidade em edifícios brasileiros do século XX,http://repositorio.unb.br/handle/10482/49719,2024-08-09
Vantagens de citação e altmétricas em artigos e preprints na temática Covid-19,http://repositorio.unb.br/handle/10482/45764,2023-04-03
Vantagens de citação e altmétricas em artigos e preprints na temática Covid-19,http://repositorio.unb.br/handle/10482/48822,2024-07-12
